Region;Year;Industry;Professional position;Total ;Women;Men;Gender Pay Gap
North West;2018;"Water supply; sewage and waste disposal";Lowest management;7 267;*;7 402;#WERT!
North West;2018;Construction ;Lowest management;6 729;*;6 729;#WERT!
North West;2018;SECTOR 3 SERVICES ;Lowest management;7 449;6 570;8 254;1 684
North West;2018;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;6 687;5 546;7 263;1 717
North West;2018;Transportation and storage;Lowest management;7 353;7 353;7 304;- 49
North West;2018;Hotels and restaurants;Lowest management;4 764;4 707;4 887; 180
North West;2018;Information and communication;Lowest management;9 588;*;10 080;#WERT!
North West;2018;Financial and insurance services;Lowest management;9 732;8 790;10 260;1 470
North West;2018;Professional, scientific and technical services;Lowest management;8 840;8 273;9 183; 910
North West;2018;Other business services;Lowest management;7 436;6 528;7 910;1 382
North West;2018;Health and social work;Lowest management;6 540;6 376;7 021; 645
North West;2018;Arts, entertainment and recreation;Lowest management;6 356;*;7 154;#WERT!
North West;2018;Other service activities Other service activities;Lowest management;6 291;5 278;7 630;2 352
North West;2018;TOTAL;No management;5 872;5 506;6 079; 573
North West;2018;SECTOR 2 PRODUCTION;No management;6 304;5 940;6 369; 429
North West;2018;Mining and quarrying;No management;6 235;*;6 235;#WERT!
North West;2018;Manufacturing/production of Goods;No management;6 483;5 995;6 598; 603
North West;2018;"Water supply; sewage and waste disposal";No management;5 640;5 712;5 619;- 93
North West;2018;Construction ;No management;5 987;5 631;6 006; 375
North West;2018;SECTOR 3 SERVICES ;No management;5 573;5 391;5 737; 346
North West;2018;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;5 259;4 891;5 609; 718
North West;2018;Transportation and storage;No management;5 204;5 320;5 176;- 144
North West;2018;Hotels and restaurants;No management;4 077;4 162;3 921;- 241
North West;2018;Information and communication;No management;7 739;6 645;8 086;1 441
North West;2018;Financial and insurance services;No management;7 153;6 748;7 774;1 026
North West;2018;Professional, scientific and technical services;No management;6 873;6 514;7 193; 679
North West;2018;Other business services;No management;5 358;4 594;5 569; 975
North West;2018;Health and social work;No management;5 878;5 815;6 286; 471
North West;2018;Arts, entertainment and recreation;No management;5 838;5 476;6 138; 662
North West;2018;Other service activities Other service activities;No management;5 058;4 500;6 042;1 542
North West;2016;TOTAL;Total ;6 498  ;5 918  ;6 848  ; 930
North West;2016;SECTOR 2 PRODUCTION;Total ;6 909  ;6 756 ;6 933  ;#WERT!
North West;2016;Mining and quarrying;Total ;6 890  ;*;6 890  ;#WERT!
North West;2016;Manufacturing/production of Goods;Total ;7 430  ;7 022 ;7 560  ;#WERT!
North West;2016;"Water supply; sewage and waste disposal";Total ;6 306  ;5 990  ;6 475  ; 485
North West;2016;Construction ;Total ;5 993  ;5 772  ;6 007  ; 235
North West;2016;SECTOR 3 SERVICES ;Total ;6 244  ;5 741  ;6 745  ;1 004
North West;2016;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 811  ;5 025  ;6 499  ;1 474
North West;2016;Transportation and storage;Total ;5 733  ;5 705  ;5 753  ; 48
North West;2016;Hotels and restaurants;Total ;4 513  ;4 452  ;4 569  ; 117
North West;2016;Information and communication;Total ;8 341  ;6 908  ;8 867  ;1 959
North West;2016;Financial and insurance services;Total ;8 620  ;7 092  ;10 130  ;3 038
North West;2016;Professional, scientific and technical services;Total ;7 919  ;7 100  ;8 676  ;1 576
North West;2016;Other business services;Total ;5 650  ;5 064  ;5 820  ; 756
North West;2016;Health and social work;Total ;6 188  ;6 019  ;6 841  ; 822
North West;2016;Arts, entertainment and recreation;Total ;6 000  ;5 506  ;6 498  ; 992
North West;2016;Other service activities Other service activities;Total ;5 950  ;5 130  ;7 143  ;2 013
North West;2016;TOTAL;Top, upper,  middle management;10 500  ;8 980  ;11 009  ;2 029
North West;2016;SECTOR 2 PRODUCTION;Top, upper,  middle management;12 175 ;13 932 ;11 884 ;#WERT!
North West;2016;Mining and quarrying;Top, upper,  middle management;*;*;*;#WERT!
North West;2016;Manufacturing/production of Goods;Top, upper,  middle management;13 549 ;15 192 ;13 080 ;#WERT!
North West;2016;"Water supply; sewage and waste disposal";Top, upper,  middle management;9 997  ;*;9 969 ;#WERT!
North West;2016;Construction ;Top, upper,  middle management;8 510  ;*;8 665  ;#WERT!
North West;2016;SECTOR 3 SERVICES ;Top, upper,  middle management;9 621  ;8 124  ;10 390  ;2 266
North West;2016;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;9 387  ;8 142 ;9 716  ;#WERT!
North West;2016;Transportation and storage;Top, upper,  middle management;9 101 ;7 111 ;9 555  ;#WERT!
North West;2016;Hotels and restaurants;Top, upper,  middle management;6 190  ;5 982 ;6 400  ;#WERT!
North West;2016;Information and communication;Top, upper,  middle management;11 093  ;9 005 ;11 486  ;#WERT!
North West;2016;Financial and insurance services;Top, upper,  middle management;15 299  ;11 977  ;15 969  ;3 992
North West;2016;Professional, scientific and technical services;Top, upper,  middle management;10 946  ;9 218 ;11 256  ;#WERT!
North West;2016;Other business services;Top, upper,  middle management;8 123 ;6 789 ;8 288 ;#WERT!
North West;2016;Health and social work;Top, upper,  middle management;9 190  ;8 125  ;11 190  ;3 065
North West;2016;Arts, entertainment and recreation;Top, upper,  middle management;8 229  ;7 476 ;8 497  ;#WERT!
North West;2016;Other service activities Other service activities;Top, upper,  middle management;9 092  ;8 498 ;9 412  ;#WERT!
North West;2016;TOTAL;Lower management;8 527  ;7 524  ;9 043  ;1 519
North West;2016;SECTOR 2 PRODUCTION;Lower management;9 229  ;9 571 ;9 156  ;#WERT!
North West;2016;Mining and quarrying;Lower management;*;*;*;#WERT!
North West;2016;Manufacturing/production of Goods;Lower management;9 828  ;9 880 ;9 812  ;#WERT!
North West;2016;"Water supply; sewage and waste disposal";Lower management;*;*;*;#WERT!
North West;2016;Construction ;Lower management;6 735 ;*;6 819 ;#WERT!
North West;2016;SECTOR 3 SERVICES ;Lower management;7 990  ;7 105  ;8 901  ;1 796
North West;2016;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;7 622  ;6 973  ;7 990  ;1 017
North West;2016;Transportation and storage;Lower management;8 376  ;8 085 ;8 468  ;#WERT!
North West;2016;Hotels and restaurants;Lower management;4 951  ;4 840  ;5 155  ; 315
North West;2016;Information and communication;Lower management;9 385  ;7 774  ;10 080  ;2 306
North West;2016;Financial and insurance services;Lower management;11 172  ;9 545  ;11 794  ;2 249
North West;2016;Professional, scientific and technical services;Lower management;9 354  ;7 780 ;9 913 ;#WERT!
North West;2016;Other business services;Lower management;7 125 ;6 431 ;8 070 ;#WERT!
North West;2016;Health and social work;Lower management;7 015  ;6 775  ;7 616  ; 841
North West;2016;Arts, entertainment and recreation;Lower management;6 918  ;6 350 ;7 350 ;#WERT!
North West;2016;Other service activities Other service activities;Lower management;7 032 ;6 307 ;8 262 ;#WERT!
North West;2016;TOTAL;Lowest management;7 350  ;6 860  ;7 647  ; 787
North West;2016;SECTOR 2 PRODUCTION;Lowest management;7 095  ;7 091 ;7 102  ;#WERT!
North West;2016;Mining and quarrying;Lowest management;*;-;*;#WERT!
North West;2016;Manufacturing/production of Goods;Lowest management;7 376 ;7 094 ;7 480 ;#WERT!
North West;2016;"Water supply; sewage and waste disposal";Lowest management;7 751 ;*;7 827 ;#WERT!
North West;2016;Construction ;Lowest management;6 624  ;*;6 636  ;#WERT!
North West;2016;SECTOR 3 SERVICES ;Lowest management;7 535  ;6 843  ;8 210  ;1 367
North West;2016;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lowest management;6 967 ;6 088 ;7 685 ;#WERT!
North West;2016;Transportation and storage;Lowest management;6 987  ;6 673  ;7 265  ; 592
North West;2016;Hotels and restaurants;Lowest management;4 782  ;4 782  ;*;#WERT!
North West;2016;Information and communication;Lowest management;8 687 ;*;9 098 ;#WERT!
North West;2016;Financial and insurance services;Lowest management;9 486  ;8 517  ;10 008  ;1 491
North West;2016;Professional, scientific and technical services;Lowest management;9 484  ;8 406 ;9 857 ;#WERT!
North West;2016;Other business services;Lowest management;6 190  ;5 637 ;6 292  ;#WERT!
North West;2016;Health and social work;Lowest management;6 882  ;6 763  ;7 083  ; 320
North West;2016;Arts, entertainment and recreation;Lowest management;*;*;*;#WERT!
North West;2016;Other service activities Other service activities;Lowest management;5 708 ;4 843 ;*;#WERT!
North West;2016;TOTAL;No management;5 932  ;5 521  ;6 145  ; 624
North West;2016;SECTOR 2 PRODUCTION;No management;6 302  ;6 133  ;6 324  ; 191
North West;2016;Mining and quarrying;No management;6 632 ;*;6 660 ;#WERT!
North West;2016;Manufacturing/production of Goods;No management;6 582  ;6 217 ;6 689  ;#WERT!
North West;2016;"Water supply; sewage and waste disposal";No management;5 990  ;5 881  ;6 028  ; 147
North West;2016;Construction ;No management;5 817  ;5 705  ;5 825  ; 120
North West;2016;SECTOR 3 SERVICES ;No management;5 672  ;5 380  ;5 950  ; 570
North West;2016;"Wholesale and retail trade; repair of motor vehicles and motorcycles";No management;5 223  ;4 780  ;5 708  ; 928
North West;2016;Transportation and storage;No management;5 456  ;5 434  ;5 459  ; 25
North West;2016;Hotels and restaurants;No management;4 332  ;4 337  ;4 258  ;- 79
North West;2016;Information and communication;No management;7 664  ;6 583  ;8 095  ;1 512
North West;2016;Financial and insurance services;No management;6 961  ;6 530  ;7 659  ;1 129
North West;2016;Professional, scientific and technical services;No management;6 884  ;6 586  ;7 190  ; 604
North West;2016;Other business services;No management;5 521  ;4 890  ;5 679  ; 789
North West;2016;Health and social work;No management;5 879  ;5 816  ;6 185  ; 369
North West;2016;Arts, entertainment and recreation;No management;5 533  ;5 197  ;5 988  ; 791
North West;2016;Other service activities Other service activities;No management;5 010  ;4 533  ;5 950  ;1 417
North West;2014;TOTAL;Total ;6 451  ;5 830  ;6 811  ; 981
North West;2014;SECTOR 2 PRODUCTION;Total ;6 808  ;6 783  ;6 811  ; 28
North West;2014;Mining and quarrying;Total ;6 070 ;*  ;6 049 ;#WERT!
North West;2014;Manufacturing/production of Goods;Total ;7 291  ;6 887 ;7 390  ;#WERT!
North West;2014;"Water supply; sewage and waste disposal";Total ;6 223 ;6 188  ;6 236 ;#WERT!
North West;2014;Construction ;Total ;6 030  ;5 904 ;6 037  ;#WERT!
North West;2014;SECTOR 3 SERVICES ;Total ;6 215  ;5 624  ;6 811  ;1 187
North West;2014;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Total ;5 722  ;4 924  ;6 397  ;1 473
North West;2014;Transportation and storage;Total ;6 128 ;5 674  ;6 260 ;#WERT!
North West;2014;Hotels and restaurants;Total ;4 333  ;4 323  ;4 385  ; 62
North West;2014;Information and communication;Total ;8 165  ;6 537  ;8 619  ;2 082
North West;2014;Financial and insurance services;Total ;8 603  ;7 013  ;10 022  ;3 009
North West;2014;Professional, scientific and technical services;Total ;7 825  ;6 850  ;8 342  ;1 492
North West;2014;Other business services;Total ;5 429  ;4 691  ;5 592  ; 901
North West;2014;Health and social work;Total ;6 097  ;5 910  ;6 808  ; 898
North West;2014;Arts, entertainment and recreation;Total ;6 213  ;5 741  ;6 534  ; 793
North West;2014;Other service activities Other service activities;Total ;6 067  ;5 092 ;7 258  ;#WERT!
North West;2014;TOTAL;Top, upper,  middle management;10 321  ;8 641  ;10 833  ;2 192
North West;2014;SECTOR 2 PRODUCTION;Top, upper,  middle management;12 272 ;13 874 ;12 038 ;#WERT!
North West;2014;Mining and quarrying;Top, upper,  middle management;*  ;*  ;*  ;#WERT!
North West;2014;Manufacturing/production of Goods;Top, upper,  middle management;14 143 ;15 793  ;13 689 ;#WERT!
North West;2014;"Water supply; sewage and waste disposal";Top, upper,  middle management;10 666 ;*  ;10 706 ;#WERT!
North West;2014;Construction ;Top, upper,  middle management;8 099  ;*  ;8 611  ;#WERT!
North West;2014;SECTOR 3 SERVICES ;Top, upper,  middle management;9 607  ;7 910  ;10 358  ;2 448
North West;2014;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Top, upper,  middle management;8 447  ;7 035 ;8 889  ;#WERT!
North West;2014;Transportation and storage;Top, upper,  middle management;10 371 ;7 536 ;10 580 ;#WERT!
North West;2014;Hotels and restaurants;Top, upper,  middle management;5 920 ;5 344 ;6 429 ;#WERT!
North West;2014;Information and communication;Top, upper,  middle management;11 141  ;*  ;11 498  ;#WERT!
North West;2014;Financial and insurance services;Top, upper,  middle management;14 652  ;12 121  ;15 061  ;2 940
North West;2014;Professional, scientific and technical services;Top, upper,  middle management;11 321  ;9 528  ;11 812  ;2 284
North West;2014;Other business services;Top, upper,  middle management;9 176 ;7 680 ;9 661 ;#WERT!
North West;2014;Health and social work;Top, upper,  middle management;9 210  ;8 641  ;10 232  ;1 591
North West;2014;Arts, entertainment and recreation;Top, upper,  middle management;7 507 ;6 857 ;7 667 ;#WERT!
North West;2014;Other service activities Other service activities;Top, upper,  middle management;8 378 ;7 281 ;9 389 ;#WERT!
North West;2014;TOTAL;Lower management;8 429  ;7 256  ;8 915  ;1 659
North West;2014;SECTOR 2 PRODUCTION;Lower management;9 156  ;9 210 ;9 138  ;#WERT!
North West;2014;Mining and quarrying;Lower management;*  ;*  ;*  ;#WERT!
North West;2014;Manufacturing/production of Goods;Lower management;9 669  ;9 756 ;9 654  ;#WERT!
North West;2014;"Water supply; sewage and waste disposal";Lower management;8 376 ;*  ;*  ;#WERT!
North West;2014;Construction ;Lower management;7 003 ;*  ;7 081 ;#WERT!
North West;2014;SECTOR 3 SERVICES ;Lower management;7 738  ;6 928  ;8 544  ;1 616
North West;2014;"Wholesale and retail trade; repair of motor vehicles and motorcycles";Lower management;7 388  ;6 551 ;7 586  ;#WERT!
North West;2014;Transportation and storage;Lower management;8 343 ;*;8 205 ;#WERT!
North West;2014;Hotels and restaurants;Lower management;4 643 ;*  ;*  ;#WERT!
North West;2014;Information and communication;Lower management;9 124  ;*  ;9 464  ;#WERT!
North West;2014;Financial and insurance services;Lower management;11 001  ;9 248  ;11 550  ;2 302
North West;2014;Professional, scientific and technical services;Lower management;8 524  ;7 293 ;8 964 ;#WERT!
North West;2014;Other business services;Lower management;6 671 ;6 928 ;6 551 ;#WERT!
North West;2014;Health and social work;Lower management;7 067  ;6 924  ;7 470  ; 546
North West;2014;Arts, entertainment and recreation;Lower management;7 659  ;*  ;7 659  ;#WERT!
North West;2014;Other service activities Other service activities;Lower management;7 223  ;6 764 ;8 228 ;#WERT!
North West;2014;TOTAL;Lowest management;7 068  ;6 576  ;7 301  ; 725
North West;2014;SECTOR 2 PRODUCTION;Lowest management;7 055  ;7 495 ;7 016  ;#WERT!
North West;2014;Mining and quarrying;Lowest management;*  ;*  ;*  ;#WERT!
North West;2014;Manufacturing/production of Goods;Lowest management;7 438  ;7 724  ;7 389  ;- 335
North West;2014;"Water supply; sewage and waste disposal";Lowest management;8 149 ;*  ;8 197 ;#WERT!
